"dataset","Database_ID","PermanentID","add_date","paper_id","title","year","authors","journal","doi","contact","sample_name","sample_type","manipulated","sample_description","latitude","longitude","continent","year_of_sampling"
2108,"its1",35413,"GF01016177S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM2-replicate8","soil",FALSE,"organic, mineral and subsoil horizons",-54.76438,-68.32678,"South America"
2109,"its1",35317,"GF01016176S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT3-replicate4","soil",FALSE,"organic, mineral and subsoil horizons",-54.58998,-67.24298,"South America"
2110,"its1",34867,"GF01016175S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM3-replicate2","soil",FALSE,"organic, mineral and subsoil horizons",-54.59147,-67.24283,"South America"
2111,"its1",34861,"GF01016174S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM3-replicate6","soil",FALSE,"organic, mineral and subsoil horizons",-54.59147,-67.24283,"South America"
2112,"its1",47318,"GF01016173S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV4-replicate9","soil",FALSE,"organic, mineral and subsoil horizons",-54.56778,-67.2395,"South America"
2113,"its1",34573,"GF01016172S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM3-replicate3","soil",FALSE,"organic, mineral and subsoil horizons",-54.59147,-67.24283,"South America"
2114,"its1",18041,"GF01016171S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT6-replicate7","soil",FALSE,"organic, mineral and subsoil horizons",-54.34212,-68.82703,"South America"
2115,"its1",34422,"GF01016170S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV5-replicate7","soil",FALSE,"organic, mineral and subsoil horizons",-54.35932,-68.83732,"South America"
2116,"its1",35466,"GF01016169S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT5-replicate8","soil",FALSE,"organic, mineral and subsoil horizons",-54.37533,-68.80772,"South America"
2117,"its1",47068,"GF01016168S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM2-replicate9","soil",FALSE,"organic, mineral and subsoil horizons",-54.76438,-68.32678,"South America"
2118,"its1",32113,"GF01016167S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM1-replicate1","soil",FALSE,"organic, mineral and subsoil horizons",-54.74555,-68.3207,"South America"
2119,"its1",31985,"GF01016166S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM6-replicate7","soil",FALSE,"organic, mineral and subsoil horizons",-54.34722,-68.82348,"South America"
2120,"its1",31873,"GF01016165S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV6-replicate1","soil",FALSE,"organic, mineral and subsoil horizons",-54.35392,-68.82118,"South America"
2121,"its1",31690,"GF01016164S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM2-replicate10","soil",FALSE,"organic, mineral and subsoil horizons",-54.76438,-68.32678,"South America"
2122,"its1",33810,"GF01016163S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT1-replicate3","soil",FALSE,"organic, mineral and subsoil horizons",-54.74377,-68.32022,"South America"
2123,"its1",30624,"GF01016162S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV5-replicate4","soil",FALSE,"organic, mineral and subsoil horizons",-54.35932,-68.83732,"South America"
2124,"its1",23850,"GF01016161S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM4-replicate3","soil",FALSE,"organic, mineral and subsoil horizons",-54.57708,-67.22173,"South America"
2125,"its1",37178,"GF01016160S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM1-replicate2","soil",FALSE,"organic, mineral and subsoil horizons",-54.74555,-68.3207,"South America"
2126,"its1",49443,"GF01016159S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV1-replicate5","soil",FALSE,"organic, mineral and subsoil horizons",-54.7592,-68.29712,"South America"
2127,"its1",42070,"GF01016158S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM1-replicate9","soil",FALSE,"organic, mineral and subsoil horizons",-54.74555,-68.3207,"South America"
2128,"its1",13359,"GF01016157S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM6-replicate8","soil",FALSE,"organic, mineral and subsoil horizons",-54.34722,-68.82348,"South America"
2129,"its1",28030,"GF01016156S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT1-replicate6","soil",FALSE,"organic, mineral and subsoil horizons",-54.74377,-68.32022,"South America"
2130,"its1",28027,"GF01016155S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT2-replicate10","soil",FALSE,"organic, mineral and subsoil horizons",-54.766,-68.32727,"South America"
2131,"its1",27512,"GF01016154S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM2-replicate2","soil",FALSE,"organic, mineral and subsoil horizons",-54.76438,-68.32678,"South America"
2132,"its1",27169,"GF01016153S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT5-replicate1","soil",FALSE,"organic, mineral and subsoil horizons",-54.37533,-68.80772,"South America"
2133,"its1",26566,"GF01016152S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV1-replicate2","soil",FALSE,"organic, mineral and subsoil horizons",-54.7592,-68.29712,"South America"
2134,"its1",25747,"GF01016151S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM1-replicate10","soil",FALSE,"organic, mineral and subsoil horizons",-54.74555,-68.3207,"South America"
2135,"its1",17145,"GF01016150S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV2-replicate3","soil",FALSE,"organic, mineral and subsoil horizons",-54.75887,-68.34527,"South America"
2136,"its1",25068,"GF01016149S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT5-replicate7","soil",FALSE,"organic, mineral and subsoil horizons",-54.37533,-68.80772,"South America"
2137,"its1",24987,"GF01016148S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM4-replicate4","soil",FALSE,"organic, mineral and subsoil horizons",-54.57708,-67.22173,"South America"
2138,"its1",24971,"GF01016147S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV4-replicate3","soil",FALSE,"organic, mineral and subsoil horizons",-54.56778,-67.2395,"South America"
2139,"its1",24377,"GF01016146S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LV4-replicate4","soil",FALSE,"organic, mineral and subsoil horizons",-54.56778,-67.2395,"South America"
2140,"its1",24034,"GF01016145S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LT4-replicate1","soil",FALSE,"organic, mineral and subsoil horizons",-54.57917,-67.22317,"South America"
2141,"its1",25587,"GF01016144S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM5-replicate5","soil",FALSE,"organic, mineral and subsoil horizons",-54.3735,-68.80555,"South America"
2142,"its1",23215,"GF01016143S","27.03.2020","Truong_2019_add","Ectomycorrhizal fungi and soil enzymes exhibit contrasting patterns along elevation gradients in southern Patagonia.",2019,"Truong, C., Gabbarini, L.A., Corrales, A., Mujic, A.B., Escobar, J.M., Moretto, A. and Smith, M.E.","New Phytologist","10.1111/nph.15714","camille.truong@ib.unam.mx","LM4-replicate6","soil",FALSE,"organic, mineral and subsoil horizons",-54.57708,-67.22173,"South America"
